epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.3962,0.64856,3.78677,0.94994,0.01555,0.41461,0.05561,0.05151,0.36346,3.35226,0.79634,0.0673436,0.000164103,0.000164103
2,81.6982,0.49196,2.83475,0.89404,0.56539,0.25135,0.20944,0.19652,0.35425,2.22638,0.8233,0.0341722,0.000326091,0.000326091
3,121.389,0.46403,2.39619,0.89019,0.43843,0.37461,0.23549,0.2254,0.31267,2.08302,0.80737,0.000996186,0.000483366,0.000483366
4,161.53,0.45754,2.0974,0.88843,0.4214,0.5066,0.35219,0.33704,0.31495,1.80214,0.81889,0.000478786,0.000478786,0.000478786
5,201.149,0.44037,1.85707,0.88091,0.47422,0.57558,0.44214,0.42275,0.31557,1.5411,0.80672,0.000471714,0.000471714,0.000471714
6,240.744,0.41795,1.7158,0.8761,0.45488,0.59307,0.49457,0.47785,0.28482,1.41216,0.80393,0.000464643,0.000464643,0.000464643
7,281.051,0.40493,1.61762,0.86781,0.44455,0.62631,0.51939,0.50713,0.27176,1.39939,0.80118,0.000457571,0.000457571,0.000457571
8,322.052,0.3794,1.50641,0.86162,0.48192,0.68019,0.55251,0.54001,0.25722,1.33231,0.79616,0.0004505,0.0004505,0.0004505
9,361.664,0.37853,1.41181,0.86436,0.45006,0.76643,0.58811,0.5763,0.25057,1.22633,0.79807,0.000443429,0.000443429,0.000443429
10,400.799,0.37253,1.3656,0.86432,0.55537,0.70298,0.65183,0.63949,0.25358,1.14328,0.79279,0.000436357,0.000436357,0.000436357
11,440.129,0.35901,1.25397,0.85644,0.63482,0.65803,0.72648,0.71225,0.25029,0.98443,0.79471,0.000429286,0.000429286,0.000429286
12,479.403,0.35698,1.13883,0.85481,0.448,0.7332,0.58961,0.57352,0.26724,1.40399,0.79702,0.000422214,0.000422214,0.000422214
13,519.432,0.34015,1.03294,0.84856,0.71049,0.8058,0.83295,0.82347,0.22371,0.69934,0.78275,0.000415143,0.000415143,0.000415143
14,559.743,0.33963,0.96398,0.84807,0.82319,0.734,0.84426,0.83279,0.22715,0.67296,0.78201,0.000408071,0.000408071,0.000408071
15,600.226,0.33138,0.86926,0.84522,0.66365,0.78746,0.79807,0.78247,0.24613,0.98435,0.79001,0.000401,0.000401,0.000401
16,640.034,0.32004,0.7997,0.8444,0.83607,0.85526,0.90516,0.88878,0.23808,0.52374,0.78761,0.000393929,0.000393929,0.000393929
17,679.677,0.32585,0.74347,0.8463,0.80401,0.81366,0.89491,0.8783,0.23522,0.56261,0.78498,0.000386857,0.000386857,0.000386857
18,719.396,0.31327,0.71252,0.84067,0.83693,0.87885,0.93233,0.91423,0.23964,0.47129,0.78728,0.000379786,0.000379786,0.000379786
19,759.492,0.31368,0.67194,0.84196,0.91548,0.88042,0.94858,0.93768,0.20718,0.41725,0.77925,0.000372714,0.000372714,0.000372714
20,799.364,0.31323,0.6603,0.84323,0.91889,0.91284,0.97493,0.95835,0.21507,0.36726,0.78044,0.000365643,0.000365643,0.000365643
21,838.225,0.30922,0.62123,0.84169,0.88917,0.90866,0.96139,0.94849,0.21819,0.38349,0.78143,0.000358571,0.000358571,0.000358571
22,878.62,0.30417,0.60564,0.83897,0.93191,0.90254,0.95434,0.94178,0.21682,0.36529,0.78052,0.0003515,0.0003515,0.0003515
23,918.608,0.3092,0.60425,0.83962,0.88498,0.92886,0.96726,0.95467,0.21723,0.36302,0.78125,0.000344429,0.000344429,0.000344429
24,959.103,0.30037,0.57363,0.83801,0.89814,0.9044,0.9666,0.9534,0.20165,0.366,0.77599,0.000337357,0.000337357,0.000337357
25,999.795,0.30138,0.55352,0.83945,0.94471,0.94478,0.98679,0.9721,0.22322,0.32028,0.7815,0.000330286,0.000330286,0.000330286
26,1040.33,0.3021,0.529,0.83803,0.9557,0.93347,0.97925,0.97016,0.20169,0.29873,0.77601,0.000323214,0.000323214,0.000323214
27,1081.14,0.29507,0.50412,0.83597,0.91935,0.95614,0.98123,0.9758,0.20152,0.2919,0.77638,0.000316143,0.000316143,0.000316143
28,1121.89,0.28709,0.49431,0.83448,0.96094,0.94385,0.99136,0.9788,0.20364,0.2887,0.77745,0.000309071,0.000309071,0.000309071
29,1162.36,0.29311,0.4815,0.83754,0.96847,0.9407,0.99281,0.98588,0.19192,0.26818,0.77419,0.000302,0.000302,0.000302
30,1202.27,0.28954,0.48201,0.83319,0.97556,0.95091,0.98634,0.97512,0.20085,0.27177,0.77645,0.000294929,0.000294929,0.000294929
31,1241.93,0.28173,0.46914,0.83243,0.96838,0.94819,0.98497,0.97445,0.20076,0.26551,0.77676,0.000287857,0.000287857,0.000287857
32,1282.51,0.28303,0.47101,0.833,0.96827,0.95115,0.99002,0.98445,0.19222,0.25855,0.77438,0.000280786,0.000280786,0.000280786
33,1322.3,0.28444,0.46932,0.83661,0.96727,0.94965,0.9842,0.97618,0.19431,0.26546,0.77483,0.000273714,0.000273714,0.000273714
34,1362.76,0.28179,0.44634,0.83279,0.97371,0.93515,0.98973,0.98454,0.18298,0.24884,0.77168,0.000266643,0.000266643,0.000266643
35,1403.35,0.26541,0.41017,0.82997,0.97247,0.95896,0.98159,0.97343,0.20531,0.24727,0.77571,0.000259571,0.000259571,0.000259571
36,1442.68,0.2771,0.42523,0.83271,0.97892,0.95765,0.99225,0.98516,0.19913,0.2433,0.77535,0.0002525,0.0002525,0.0002525
37,1482.21,0.26996,0.41554,0.82781,0.97664,0.93802,0.98983,0.98512,0.18205,0.25559,0.77145,0.000245429,0.000245429,0.000245429
38,1521.92,0.26546,0.40747,0.83057,0.97606,0.94918,0.99304,0.98817,0.18267,0.23197,0.77112,0.000238357,0.000238357,0.000238357
39,1561.63,0.26365,0.39311,0.82581,0.97503,0.95733,0.9942,0.98621,0.19615,0.23318,0.7731,0.000231286,0.000231286,0.000231286
40,1601.5,0.26528,0.41247,0.8238,0.97756,0.9484,0.99366,0.98791,0.1767,0.22727,0.77009,0.000224214,0.000224214,0.000224214
41,1641.56,0.25795,0.39807,0.8255,0.98013,0.9638,0.99268,0.98728,0.17969,0.2168,0.77051,0.000217143,0.000217143,0.000217143
42,1682.02,0.25758,0.36127,0.82605,0.98244,0.95908,0.99354,0.98844,0.18286,0.21226,0.77194,0.000210071,0.000210071,0.000210071
43,1722.74,0.26015,0.36275,0.82623,0.98216,0.96121,0.99206,0.98478,0.18534,0.2098,0.77228,0.000203,0.000203,0.000203
44,1763.53,0.2581,0.36189,0.82408,0.98426,0.95888,0.99274,0.98603,0.17561,0.21139,0.77112,0.000195929,0.000195929,0.000195929
45,1803.09,0.25395,0.34864,0.82427,0.97881,0.95951,0.9929,0.9892,0.16827,0.20675,0.76863,0.000188857,0.000188857,0.000188857
46,1843.02,0.25691,0.35066,0.82421,0.98422,0.95987,0.99346,0.9884,0.17632,0.2089,0.76868,0.000181786,0.000181786,0.000181786
47,1883.95,0.25476,0.34882,0.82517,0.9846,0.95697,0.99216,0.98741,0.17202,0.20226,0.76885,0.000174714,0.000174714,0.000174714
48,1924.38,0.2535,0.34303,0.82647,0.98629,0.96121,0.99273,0.98778,0.17092,0.19451,0.76927,0.000167643,0.000167643,0.000167643
49,1965.47,0.24577,0.34362,0.82454,0.92663,0.99414,0.99301,0.98974,0.16268,0.19526,0.76676,0.000160571,0.000160571,0.000160571
50,2006.6,0.24403,0.33546,0.82396,0.98157,0.96043,0.9935,0.99062,0.17089,0.19277,0.76931,0.0001535,0.0001535,0.0001535
51,2048.19,0.25315,0.3434,0.82786,0.98231,0.96245,0.99371,0.9901,0.16744,0.19149,0.76749,0.000146429,0.000146429,0.000146429
52,2088.3,0.2465,0.32932,0.82574,0.98276,0.96435,0.99266,0.99105,0.1722,0.18927,0.76794,0.000139357,0.000139357,0.000139357
53,2129.86,0.2451,0.32116,0.82243,0.98823,0.96477,0.99343,0.99035,0.16129,0.18121,0.76704,0.000132286,0.000132286,0.000132286
54,2170.48,0.23274,0.31176,0.81947,0.97806,0.97859,0.99366,0.99155,0.16044,0.1814,0.76736,0.000125214,0.000125214,0.000125214
55,2210.86,0.23441,0.31826,0.82316,0.98099,0.97631,0.9936,0.99048,0.16343,0.18167,0.76702,0.000118143,0.000118143,0.000118143
56,2251.24,0.23661,0.31264,0.8214,0.97629,0.97584,0.99444,0.99097,0.16118,0.17816,0.76574,0.000111071,0.000111071,0.000111071
57,2291.09,0.23781,0.31891,0.8243,0.97683,0.97684,0.99357,0.99103,0.15573,0.17292,0.76552,0.000104,0.000104,0.000104
58,2331.11,0.22666,0.29614,0.82058,0.97081,0.97978,0.9944,0.99316,0.16022,0.1737,0.76609,9.69286e-05,9.69286e-05,9.69286e-05
59,2370.57,0.22496,0.28734,0.81873,0.96855,0.9786,0.99391,0.98969,0.16846,0.17779,0.76704,8.98571e-05,8.98571e-05,8.98571e-05
60,2409.94,0.22973,0.29995,0.82345,0.96109,0.98238,0.99423,0.9923,0.15408,0.17031,0.76528,8.27857e-05,8.27857e-05,8.27857e-05
61,2448.95,0.18045,0.26331,0.78855,0.9795,0.97738,0.99442,0.99268,0.16477,0.17886,0.76612,7.57143e-05,7.57143e-05,7.57143e-05
62,2487.59,0.17487,0.22431,0.78469,0.97104,0.97968,0.99156,0.98825,0.16162,0.17319,0.76632,6.86429e-05,6.86429e-05,6.86429e-05
63,2526.03,0.17214,0.2215,0.78741,0.98478,0.97981,0.99317,0.98987,0.1597,0.171,0.76641,6.15714e-05,6.15714e-05,6.15714e-05
64,2564.2,0.16735,0.20924,0.7863,0.98565,0.97761,0.99277,0.9883,0.15535,0.16737,0.76564,5.45e-05,5.45e-05,5.45e-05
65,2602.74,0.16645,0.21666,0.78675,0.98714,0.97594,0.99297,0.99109,0.15847,0.16701,0.76617,4.74286e-05,4.74286e-05,4.74286e-05
66,2641.5,0.16557,0.20281,0.78803,0.9876,0.97801,0.99282,0.98934,0.15683,0.16342,0.76564,4.03571e-05,4.03571e-05,4.03571e-05
67,2680.27,0.16481,0.21514,0.78681,0.98886,0.97911,0.99263,0.98888,0.15361,0.15548,0.76509,3.32857e-05,3.32857e-05,3.32857e-05
68,2718.99,0.16115,0.19643,0.78361,0.98889,0.97917,0.99318,0.991,0.14944,0.15488,0.76446,2.62143e-05,2.62143e-05,2.62143e-05
69,2756.96,0.15881,0.18834,0.78542,0.98885,0.97867,0.99359,0.99031,0.14957,0.15414,0.76471,1.91429e-05,1.91429e-05,1.91429e-05
70,2796,0.15975,0.19914,0.78375,0.98894,0.97871,0.99316,0.99039,0.15025,0.15323,0.7645,1.20714e-05,1.20714e-05,1.20714e-05
