epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.6201,0.5148,3.52916,0.87014,0.01792,0.67277,0.08474,0.07834,0.41048,3.2483,0.80471,0.0675077,0.000328205,0.000328205
2,81.4743,0.37818,2.45261,0.8294,0.39805,0.38329,0.21796,0.20489,0.38841,2.31231,0.82124,0.0344983,0.000652182,0.000652182
3,121.8,0.37296,2.03353,0.82382,0.3853,0.45554,0.31998,0.30094,0.35499,1.99636,0.80424,0.00147955,0.000966731,0.000966731
4,161.517,0.33967,1.7415,0.81295,0.40034,0.56963,0.40851,0.38462,0.32519,1.5556,0.79347,0.000957571,0.000957571,0.000957571
5,201.224,0.32468,1.54741,0.80839,0.39982,0.62434,0.44042,0.41727,0.33195,1.49594,0.79699,0.000943429,0.000943429,0.000943429
6,240.82,0.31228,1.41237,0.80172,0.42,0.65143,0.49315,0.47837,0.28181,1.37671,0.78729,0.000929286,0.000929286,0.000929286
7,280.512,0.3057,1.32142,0.8038,0.43642,0.64661,0.48215,0.46537,0.29896,1.34696,0.79034,0.000915143,0.000915143,0.000915143
8,320.155,0.29665,1.25026,0.80549,0.45407,0.73135,0.56352,0.54726,0.28107,1.19842,0.78469,0.000901,0.000901,0.000901
9,359.762,0.30241,1.1852,0.80113,0.46515,0.77561,0.5589,0.54213,0.27227,1.14247,0.78225,0.000886857,0.000886857,0.000886857
10,398.811,0.28387,1.14943,0.80091,0.48279,0.80222,0.60166,0.58361,0.27077,1.09148,0.78067,0.000872714,0.000872714,0.000872714
11,438.471,0.28229,1.10139,0.79447,0.46056,0.85342,0.62807,0.61428,0.25413,1.0323,0.78098,0.000858571,0.000858571,0.000858571
12,478.345,0.27425,1.05526,0.79468,0.47367,0.81364,0.63031,0.61181,0.26623,1.02831,0.78075,0.000844429,0.000844429,0.000844429
13,517.765,0.26898,1.00495,0.79427,0.46936,0.74095,0.60815,0.59488,0.24366,1.14328,0.77906,0.000830286,0.000830286,0.000830286
14,557.61,0.2627,0.95736,0.79105,0.54351,0.74643,0.7004,0.68416,0.23933,0.89309,0.77845,0.000816143,0.000816143,0.000816143
15,596.936,0.25215,0.86611,0.79578,0.64693,0.70169,0.75464,0.74243,0.22308,0.8695,0.77545,0.000802,0.000802,0.000802
16,636.92,0.25072,0.78197,0.78964,0.5755,0.76864,0.69667,0.68533,0.22717,1.08733,0.77539,0.000787857,0.000787857,0.000787857
