epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,2544.59,0.09023,0.09448,0.74384,0.96261,0.97563,0.99136,0.97852,0.13078,0.16345,0.75498,0.005545,0.005545,0.005545
92,2576.44,0.08875,0.09294,0.74473,0.94522,0.98454,0.99366,0.98128,0.13101,0.17039,0.75403,0.0054955,0.0054955,0.0054955
93,2607.6,0.08821,0.09195,0.74392,0.96683,0.96574,0.99271,0.98139,0.13039,0.16891,0.75533,0.005446,0.005446,0.005446
94,2639.29,0.09116,0.09292,0.74398,0.98318,0.96674,0.99226,0.98037,0.1299,0.14898,0.75404,0.0053965,0.0053965,0.0053965
95,2669.99,0.08826,0.09266,0.74314,0.9762,0.97211,0.99181,0.98014,0.13262,0.15424,0.75536,0.005347,0.005347,0.005347
96,2700.37,0.08494,0.09081,0.7438,0.97233,0.98209,0.99294,0.98002,0.13007,0.14651,0.75447,0.0052975,0.0052975,0.0052975
97,2730.93,0.09033,0.09471,0.74396,0.97765,0.98115,0.99317,0.98163,0.12984,0.14335,0.75395,0.005248,0.005248,0.005248
98,2761.03,0.08954,0.09589,0.74397,0.98004,0.95997,0.99117,0.977,0.12904,0.16153,0.75478,0.0051985,0.0051985,0.0051985
99,2791.26,0.08992,0.09443,0.74407,0.96974,0.96548,0.99079,0.97977,0.13043,0.1606,0.75465,0.005149,0.005149,0.005149
100,2823.51,0.08579,0.09277,0.74359,0.96221,0.96724,0.99123,0.98025,0.1293,0.17508,0.75436,0.0050995,0.0050995,0.0050995
101,2854.33,0.0899,0.09381,0.74402,0.97263,0.97352,0.99265,0.98061,0.12931,0.15441,0.75384,0.00505,0.00505,0.00505
102,2884.92,0.08565,0.0922,0.74354,0.96953,0.96915,0.99177,0.98094,0.12629,0.16094,0.75402,0.0050005,0.0050005,0.0050005
103,2915.62,0.08128,0.08857,0.74353,0.94598,0.98174,0.99285,0.98206,0.1225,0.15937,0.75284,0.004951,0.004951,0.004951
104,2946.27,0.07682,0.08648,0.74326,0.96386,0.97554,0.99279,0.98244,0.12052,0.15493,0.75269,0.0049015,0.0049015,0.0049015
105,2976.6,0.07842,0.08564,0.74337,0.97117,0.97048,0.99147,0.98115,0.11857,0.14995,0.75219,0.004852,0.004852,0.004852
106,3012.91,0.07835,0.08548,0.74368,0.97115,0.97644,0.99253,0.98189,0.11889,0.14732,0.75247,0.0048025,0.0048025,0.0048025
107,3045.53,0.08252,0.08658,0.74325,0.94002,0.98295,0.99301,0.98317,0.11884,0.15337,0.75228,0.004753,0.004753,0.004753
108,3081.55,0.08399,0.08858,0.74357,0.93565,0.97857,0.99044,0.97968,0.12545,0.17922,0.75328,0.0047035,0.0047035,0.0047035
109,3113.41,0.0837,0.08921,0.74284,0.97295,0.97159,0.99393,0.98447,0.12469,0.14801,0.75266,0.004654,0.004654,0.004654
110,3144.87,0.08062,0.08592,0.74331,0.98005,0.96472,0.99208,0.98279,0.11721,0.14514,0.75166,0.0046045,0.0046045,0.0046045
111,3177.87,0.07948,0.08922,0.74268,0.96007,0.96739,0.98879,0.97881,0.12071,0.15955,0.75189,0.004555,0.004555,0.004555
112,3209.85,0.08096,0.09503,0.7436,0.96358,0.95008,0.98993,0.9786,0.12351,0.16415,0.75298,0.0045055,0.0045055,0.0045055
113,3240.2,0.08278,0.09572,0.74394,0.96083,0.94859,0.98648,0.97389,0.12643,0.18679,0.75329,0.004456,0.004456,0.004456
114,3271.66,0.08361,0.09466,0.7421,0.94635,0.96406,0.98742,0.97863,0.12142,0.19701,0.75266,0.0044065,0.0044065,0.0044065
115,3302.7,0.08285,0.09451,0.74293,0.9565,0.97629,0.98904,0.97577,0.12125,0.15927,0.75301,0.004357,0.004357,0.004357
116,3333.38,0.07906,0.08915,0.74302,0.96515,0.95803,0.98829,0.97685,0.12142,0.17844,0.75338,0.0043075,0.0043075,0.0043075
117,3365.37,0.07535,0.08521,0.74203,0.98036,0.97214,0.99107,0.97921,0.11924,0.15318,0.75261,0.004258,0.004258,0.004258
118,3396.65,0.07371,0.08262,0.74189,0.97349,0.96742,0.99198,0.98073,0.11717,0.17034,0.75285,0.0042085,0.0042085,0.0042085
119,3427.86,0.07176,0.08148,0.74312,0.98039,0.96509,0.99181,0.9803,0.11572,0.15414,0.75229,0.004159,0.004159,0.004159
120,3459.79,0.06999,0.07841,0.7425,0.97335,0.96751,0.99317,0.98139,0.11151,0.16291,0.75247,0.0041095,0.0041095,0.0041095
121,3492.72,0.06841,0.0785,0.74245,0.97239,0.96662,0.99311,0.98152,0.11439,0.16482,0.75236,0.00406,0.00406,0.00406
122,3524.68,0.06763,0.07681,0.7437,0.96469,0.97622,0.99293,0.98188,0.11103,0.16108,0.75203,0.0040105,0.0040105,0.0040105
123,3556.04,0.06597,0.07725,0.74168,0.96646,0.96977,0.9914,0.9821,0.11302,0.17455,0.75216,0.003961,0.003961,0.003961
124,3587.09,0.06852,0.0778,0.74234,0.97122,0.97284,0.99204,0.9824,0.11218,0.15269,0.75148,0.0039115,0.0039115,0.0039115
125,3618.56,0.07115,0.0822,0.743,0.95785,0.97605,0.99169,0.98099,0.11451,0.16589,0.75195,0.003862,0.003862,0.003862
126,3649.59,0.06754,0.079,0.74237,0.95991,0.97639,0.99154,0.98243,0.111,0.15203,0.75149,0.0038125,0.0038125,0.0038125
127,3680.94,0.0633,0.07507,0.7422,0.96895,0.97641,0.99376,0.98187,0.10838,0.14379,0.75193,0.003763,0.003763,0.003763
128,3712.37,0.06402,0.07337,0.74144,0.97339,0.97316,0.99289,0.98377,0.10889,0.13897,0.75139,0.0037135,0.0037135,0.0037135
129,3743.5,0.06324,0.07285,0.74278,0.97155,0.97017,0.99399,0.98384,0.11052,0.14873,0.75168,0.003664,0.003664,0.003664
130,3773.84,0.06201,0.07197,0.74193,0.98016,0.97077,0.9931,0.98467,0.10998,0.14374,0.75104,0.0036145,0.0036145,0.0036145
