epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1700.85,0.29202,0.45904,0.83122,0.87963,0.94278,0.97472,0.967,0.20126,0.2845,0.77165,0.00126043,0.00126043,0.00126043
43,1740.85,0.30456,0.46455,0.83416,0.9271,0.91473,0.96388,0.95017,0.21677,0.27585,0.77711,0.001218,0.001218,0.001218
44,1781.67,0.29198,0.44033,0.82963,0.94921,0.92108,0.98624,0.98148,0.1889,0.24174,0.77017,0.00117557,0.00117557,0.00117557
45,1821.5,0.28014,0.41457,0.82709,0.93271,0.92133,0.97995,0.9757,0.18718,0.2734,0.76964,0.00113314,0.00113314,0.00113314
46,1861.4,0.28093,0.4316,0.82732,0.92576,0.9416,0.9906,0.97971,0.19334,0.26724,0.76941,0.00109071,0.00109071,0.00109071
47,1901.15,0.27758,0.42588,0.82833,0.94025,0.92483,0.98594,0.98014,0.18935,0.25608,0.76961,0.00104829,0.00104829,0.00104829
48,1941.17,0.28521,0.42221,0.83265,0.95727,0.90764,0.98239,0.97598,0.20261,0.2544,0.77195,0.00100586,0.00100586,0.00100586
49,1980.76,0.27431,0.40349,0.8287,0.96717,0.93259,0.98857,0.97824,0.19752,0.23233,0.77214,0.000963429,0.000963429,0.000963429
50,2020.89,0.27437,0.38949,0.83013,0.93654,0.91448,0.97314,0.96275,0.19333,0.2522,0.77155,0.000921,0.000921,0.000921
51,2061.44,0.27827,0.39763,0.83062,0.91178,0.97575,0.98396,0.97557,0.19744,0.22605,0.77042,0.000878571,0.000878571,0.000878571
52,2102.24,0.27624,0.38781,0.83078,0.90012,0.9562,0.97959,0.97319,0.19218,0.25658,0.76807,0.000836143,0.000836143,0.000836143
53,2142.99,0.26886,0.35883,0.82697,0.95493,0.90757,0.98313,0.97682,0.18781,0.26547,0.7679,0.000793714,0.000793714,0.000793714
54,2183.14,0.26061,0.35122,0.82535,0.96569,0.94897,0.99011,0.98351,0.19639,0.20075,0.77163,0.000751286,0.000751286,0.000751286
55,2223.71,0.25925,0.35026,0.8265,0.90518,0.97012,0.97486,0.97058,0.18,0.20729,0.76728,0.000708857,0.000708857,0.000708857
56,2263.43,0.26111,0.35,0.82584,0.96698,0.95361,0.98753,0.98331,0.17771,0.19752,0.76705,0.000666429,0.000666429,0.000666429
57,2303.28,0.26201,0.3462,0.82683,0.94758,0.95732,0.98836,0.98266,0.17868,0.19379,0.76626,0.000624,0.000624,0.000624
58,2343.55,0.25164,0.327,0.82243,0.96144,0.96367,0.99081,0.98588,0.17765,0.1947,0.76691,0.000581571,0.000581571,0.000581571
59,2383.69,0.25032,0.31627,0.82041,0.96964,0.96949,0.99118,0.9877,0.16749,0.17273,0.76456,0.000539143,0.000539143,0.000539143
60,2423.88,0.2536,0.32028,0.82478,0.95362,0.97473,0.99217,0.98912,0.17894,0.17813,0.76566,0.000496714,0.000496714,0.000496714
61,2462.2,0.19128,0.23399,0.7882,0.9645,0.96761,0.9911,0.98527,0.17391,0.18782,0.76562,0.000454286,0.000454286,0.000454286
62,2500.25,0.18847,0.22114,0.78663,0.9801,0.97114,0.99233,0.98965,0.16938,0.17935,0.76493,0.000411857,0.000411857,0.000411857
63,2538.99,0.18742,0.21264,0.7885,0.97284,0.96094,0.99196,0.98784,0.17198,0.1818,0.76539,0.000369429,0.000369429,0.000369429
64,2576.95,0.18272,0.21013,0.78603,0.97847,0.9695,0.99352,0.99094,0.15986,0.16483,0.76347,0.000327,0.000327,0.000327
65,2615.59,0.17845,0.202,0.78685,0.98292,0.9725,0.9919,0.98851,0.16402,0.15752,0.76351,0.000284571,0.000284571,0.000284571
66,2654.58,0.17549,0.19545,0.78931,0.98551,0.96923,0.99075,0.98896,0.15651,0.15313,0.76268,0.000242143,0.000242143,0.000242143
67,2692.63,0.17567,0.1931,0.78463,0.98373,0.97285,0.99429,0.99251,0.15936,0.15069,0.76291,0.000199714,0.000199714,0.000199714
68,2731.32,0.16834,0.18367,0.7819,0.98445,0.97337,0.99367,0.99175,0.15311,0.14622,0.76178,0.000157286,0.000157286,0.000157286
69,2769.81,0.16387,0.17024,0.78244,0.98651,0.97437,0.99203,0.99015,0.15047,0.14231,0.76185,0.000114857,0.000114857,0.000114857
70,2809.03,0.16566,0.18531,0.78325,0.9871,0.97375,0.99248,0.99063,0.14917,0.1413,0.76139,7.24286e-05,7.24286e-05,7.24286e-05
