epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1896.66,0.32355,0.97623,0.83891,0.50905,0.8349,0.64519,0.63518,0.2176,0.8749,0.78358,0.0109071,0.0109071,0.0109071
47,1936.37,0.31948,0.9805,0.84401,0.49151,0.8657,0.62367,0.61601,0.20213,0.90938,0.77885,0.0104829,0.0104829,0.0104829
48,1976.32,0.31624,0.96778,0.84391,0.47223,0.93395,0.61171,0.60567,0.21432,0.86111,0.78157,0.0100586,0.0100586,0.0100586
49,2017.11,0.31111,0.95712,0.83959,0.50257,0.81063,0.6227,0.61385,0.22055,0.91055,0.78081,0.00963429,0.00963429,0.00963429
50,2057.8,0.31105,0.95592,0.84125,0.47902,0.88832,0.65229,0.64547,0.21008,0.84386,0.7786,0.00921,0.00921,0.00921
51,2097.18,0.31444,0.94667,0.84034,0.49111,0.91136,0.6421,0.63546,0.19965,0.83939,0.77852,0.00878571,0.00878571,0.00878571
52,2137.6,0.30443,0.94084,0.84105,0.49904,0.90059,0.63538,0.62763,0.20607,0.83318,0.77681,0.00836143,0.00836143,0.00836143
53,2177.45,0.30498,0.93604,0.83649,0.49257,0.86397,0.62579,0.61804,0.21803,0.90639,0.78125,0.00793714,0.00793714,0.00793714
54,2217.54,0.3006,0.9239,0.83651,0.4829,0.89301,0.65803,0.64971,0.19953,0.85234,0.77808,0.00751286,0.00751286,0.00751286
55,2257.41,0.29443,0.90934,0.83552,0.50769,0.89914,0.69413,0.68897,0.19522,0.82316,0.77785,0.00708857,0.00708857,0.00708857
56,2296.95,0.29539,0.90371,0.83693,0.50391,0.92662,0.69271,0.68473,0.19317,0.80746,0.77799,0.00666429,0.00666429,0.00666429
57,2336.99,0.29358,0.8982,0.83792,0.51645,0.91501,0.73933,0.73207,0.19209,0.78781,0.77537,0.00624,0.00624,0.00624
58,2376.74,0.28018,0.87862,0.83225,0.48581,0.88034,0.66929,0.66437,0.19519,0.82756,0.77727,0.00581571,0.00581571,0.00581571
59,2416.23,0.28481,0.8693,0.83276,0.54148,0.82854,0.71545,0.71018,0.19516,0.80866,0.77836,0.00539143,0.00539143,0.00539143
60,2455.66,0.28959,0.87361,0.8352,0.60072,0.84137,0.79295,0.7868,0.18533,0.72934,0.77496,0.00496714,0.00496714,0.00496714
61,2493.55,0.21994,0.77374,0.79913,0.50539,0.90629,0.73205,0.72721,0.19476,0.80618,0.77524,0.00454286,0.00454286,0.00454286
62,2531.8,0.21873,0.71543,0.79656,0.6452,0.81943,0.81302,0.80762,0.1978,0.6596,0.77574,0.00411857,0.00411857,0.00411857
63,2570.65,0.2193,0.69761,0.7969,0.67863,0.78395,0.82306,0.81814,0.19224,0.65588,0.77645,0.00369429,0.00369429,0.00369429
64,2608.62,0.21225,0.64818,0.79476,0.74341,0.7981,0.8519,0.84658,0.18026,0.61607,0.77423,0.00327,0.00327,0.00327
65,2646.68,0.20874,0.62349,0.79689,0.76475,0.81194,0.85267,0.84714,0.18605,0.58388,0.77521,0.00284571,0.00284571,0.00284571
66,2685.28,0.20399,0.60009,0.79656,0.78642,0.77245,0.86835,0.86459,0.18023,0.56161,0.77363,0.00242143,0.00242143,0.00242143
67,2724.32,0.20388,0.57669,0.79133,0.61671,0.81923,0.79642,0.79214,0.17965,0.70483,0.77306,0.00199714,0.00199714,0.00199714
68,2763.65,0.20121,0.53134,0.79011,0.79998,0.86231,0.91096,0.90584,0.17893,0.47473,0.77495,0.00157286,0.00157286,0.00157286
69,2802.77,0.19755,0.50682,0.78967,0.81982,0.8179,0.89989,0.89576,0.17156,0.48804,0.77311,0.00114857,0.00114857,0.00114857
70,2841.57,0.19689,0.50898,0.79251,0.80591,0.87506,0.91195,0.90813,0.17036,0.4432,0.77287,0.000724286,0.000724286,0.000724286
