epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,2351.17,0.27332,0.64663,0.82348,0.58196,0.7791,0.71818,0.7132,0.18379,0.81302,0.7665,0.00222143,0.00222143,0.00222143
57,2392.51,0.28135,0.63671,0.82725,0.68799,0.94526,0.90599,0.90096,0.17877,0.52338,0.76651,0.00208,0.00208,0.00208
58,2433.17,0.26245,0.58187,0.81995,0.83405,0.9153,0.94377,0.93854,0.18302,0.40458,0.76772,0.00193857,0.00193857,0.00193857
59,2472.89,0.26533,0.57078,0.81931,0.82443,0.88131,0.93004,0.9234,0.17698,0.42283,0.766,0.00179714,0.00179714,0.00179714
60,2514.43,0.26725,0.55153,0.82252,0.88542,0.85954,0.95588,0.9486,0.17665,0.38751,0.76627,0.00165571,0.00165571,0.00165571
61,2554.04,0.20505,0.46921,0.78595,0.65581,0.81294,0.85402,0.84712,0.18784,0.66154,0.7664,0.00151429,0.00151429,0.00151429
62,2600.62,0.19884,0.42828,0.78583,0.85799,0.8358,0.91911,0.91424,0.17566,0.42704,0.76654,0.00137286,0.00137286,0.00137286
63,2641.02,0.19632,0.39946,0.78583,0.919,0.8749,0.94315,0.93677,0.17377,0.33396,0.76573,0.00123143,0.00123143,0.00123143
64,2679.89,0.19469,0.37001,0.78328,0.88642,0.90005,0.96139,0.95691,0.17626,0.28541,0.76591,0.00109,0.00109,0.00109
65,2718.4,0.19355,0.34882,0.78622,0.86069,0.93619,0.97734,0.97126,0.17455,0.31013,0.76531,0.000948571,0.000948571,0.000948571
66,2756.32,0.18975,0.32494,0.78819,0.88535,0.93132,0.98111,0.97611,0.17294,0.27278,0.76541,0.000807143,0.000807143,0.000807143
67,2795.18,0.1891,0.32019,0.78305,0.91913,0.95645,0.98881,0.98389,0.16533,0.22809,0.76443,0.000665714,0.000665714,0.000665714
68,2834.67,0.1845,0.30574,0.78093,0.91633,0.95738,0.97658,0.9726,0.16534,0.22845,0.76438,0.000524286,0.000524286,0.000524286
69,2872.27,0.17971,0.28321,0.78171,0.93344,0.9374,0.9898,0.98585,0.16236,0.23119,0.76429,0.000382857,0.000382857,0.000382857
70,2910.45,0.18123,0.29126,0.78277,0.92964,0.94943,0.97916,0.9755,0.16008,0.21875,0.7636,0.000241429,0.000241429,0.000241429
