epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,515.735,0.64855,3.73934,0.92967,0.00856,0.40843,0.04087,0.03685,0.44082,3.52034,0.8143,0.0675077,0.000328205,0.000328205
2,555.54,0.5648,2.76497,0.90432,0.39072,0.33236,0.14585,0.13359,0.40363,2.40265,0.80474,0.0344983,0.000652182,0.000652182
3,595.081,0.52974,2.42449,0.88795,0.35592,0.36151,0.21639,0.19967,0.39632,2.17415,0.80556,0.00147955,0.000966731,0.000966731
4,634.996,0.50328,2.17578,0.88429,0.45456,0.38773,0.27823,0.26237,0.33599,2.01419,0.79004,0.000957571,0.000957571,0.000957571
5,674.528,0.47973,1.98511,0.87757,0.53939,0.47526,0.37343,0.35329,0.33721,1.64849,0.79095,0.000943429,0.000943429,0.000943429
6,714.426,0.46826,1.81025,0.87239,0.4684,0.5397,0.42804,0.41029,0.31499,1.55152,0.78695,0.000929286,0.000929286,0.000929286
7,753.913,0.45253,1.73552,0.86973,0.39895,0.58341,0.38986,0.37144,0.33044,1.6674,0.78792,0.000915143,0.000915143,0.000915143
8,793.031,0.43618,1.6301,0.86863,0.41935,0.57988,0.47018,0.45207,0.30617,1.52966,0.78357,0.000901,0.000901,0.000901
9,832.76,0.42488,1.52076,0.86136,0.5024,0.60274,0.50332,0.4888,0.28138,1.39074,0.78123,0.000886857,0.000886857,0.000886857
10,873.192,0.40422,1.4551,0.85739,0.47749,0.68138,0.54665,0.52864,0.28592,1.29482,0.78498,0.000872714,0.000872714,0.000872714
11,913.06,0.40748,1.4093,0.85564,0.45027,0.7068,0.51534,0.49877,0.29249,1.25842,0.78085,0.000858571,0.000858571,0.000858571
12,951.194,0.38741,1.34198,0.85331,0.39309,0.79612,0.53423,0.51949,0.27417,1.22201,0.77912,0.000844429,0.000844429,0.000844429
13,988.917,0.38522,1.30421,0.85303,0.44923,0.74202,0.54876,0.53943,0.25416,1.16788,0.77605,0.000830286,0.000830286,0.000830286
14,1027.72,0.37791,1.28141,0.85043,0.47022,0.75486,0.57244,0.56033,0.25191,1.12214,0.7747,0.000816143,0.000816143,0.000816143
15,1065.97,0.37551,1.22676,0.84907,0.44972,0.83216,0.58848,0.57191,0.25889,1.07427,0.77241,0.000802,0.000802,0.000802
16,1104.61,0.36342,1.19136,0.84315,0.45512,0.83332,0.60264,0.58904,0.25798,1.04955,0.77632,0.000787857,0.000787857,0.000787857
17,1143.83,0.36549,1.16269,0.84711,0.46446,0.83628,0.62267,0.6014,0.27827,1.04122,0.78028,0.000773714,0.000773714,0.000773714
18,1182.22,0.35966,1.14882,0.84856,0.45019,0.85684,0.61037,0.59304,0.25836,0.98405,0.77675,0.000759571,0.000759571,0.000759571
19,1220.38,0.36769,1.15381,0.84986,0.461,0.85975,0.61047,0.59432,0.26401,0.97522,0.77504,0.000745429,0.000745429,0.000745429
20,1258.06,0.35573,1.11173,0.84754,0.5003,0.86265,0.61707,0.60791,0.22636,0.97487,0.7685,0.000731286,0.000731286,0.000731286
21,1296.66,0.33499,1.07458,0.83727,0.48066,0.88399,0.63091,0.61969,0.22558,0.93248,0.76967,0.000717143,0.000717143,0.000717143
22,1334.78,0.34218,1.07318,0.84242,0.4608,0.87619,0.62533,0.61401,0.22126,0.94325,0.7705,0.000703,0.000703,0.000703
23,1372.7,0.34821,1.07761,0.84937,0.48275,0.92712,0.64384,0.63503,0.21402,0.92661,0.76929,0.000688857,0.000688857,0.000688857
24,1410.94,0.33233,1.04638,0.83838,0.48672,0.89004,0.63449,0.62264,0.22032,0.92141,0.77067,0.000674714,0.000674714,0.000674714
25,1449.14,0.33293,1.04027,0.83955,0.51696,0.88484,0.6434,0.63263,0.22519,0.92086,0.77181,0.000660571,0.000660571,0.000660571
26,1487.93,0.3283,1.02405,0.83721,0.49291,0.91555,0.65302,0.64136,0.22406,0.88024,0.76954,0.000646429,0.000646429,0.000646429
27,1527.52,0.31744,1.00151,0.83401,0.49458,0.91071,0.66172,0.64939,0.23256,0.88363,0.77083,0.000632286,0.000632286,0.000632286
28,1566.48,0.32199,1.01153,0.834,0.49307,0.92178,0.6664,0.65687,0.22439,0.89318,0.77077,0.000618143,0.000618143,0.000618143
